year,quarter,date,newspapers,mood,detrending,val
1981,4,1981 Q4,without Wall Street Journal,positive,Hamilton (2017),100.5678586456925
1982,1,1982 Q1,without Wall Street Journal,positive,Hamilton (2017),100.79938597558022
1982,2,1982 Q2,without Wall Street Journal,positive,Hamilton (2017),100.83530740570612
1982,3,1982 Q3,without Wall Street Journal,positive,Hamilton (2017),100.77767221822074
1982,4,1982 Q4,without Wall Street Journal,positive,Hamilton (2017),100.6943514897012
1983,1,1983 Q1,without Wall Street Journal,positive,Hamilton (2017),100.86280077342923
1983,2,1983 Q2,without Wall Street Journal,positive,Hamilton (2017),100.73596014677175
1983,3,1983 Q3,without Wall Street Journal,positive,Hamilton (2017),100.5420645215844
1983,4,1983 Q4,without Wall Street Journal,positive,Hamilton (2017),99.68723980447638
1984,1,1984 Q1,without Wall Street Journal,positive,Hamilton (2017),100.2782835219262
1984,2,1984 Q2,without Wall Street Journal,positive,Hamilton (2017),100.49927812764045
1984,3,1984 Q3,without Wall Street Journal,positive,Hamilton (2017),100.93941561600374
1984,4,1984 Q4,without Wall Street Journal,positive,Hamilton (2017),99.84786630103184
1985,1,1985 Q1,without Wall Street Journal,positive,Hamilton (2017),100.35275571166034
1985,2,1985 Q2,without Wall Street Journal,positive,Hamilton (2017),100.22794724733559
1985,3,1985 Q3,without Wall Street Journal,positive,Hamilton (2017),100.0138229135333
1985,4,1985 Q4,without Wall Street Journal,positive,Hamilton (2017),99.98244589240613
1986,1,1986 Q1,without Wall Street Journal,positive,Hamilton (2017),99.92340092123533
1986,2,1986 Q2,without Wall Street Journal,positive,Hamilton (2017),99.96168288408
1986,3,1986 Q3,without Wall Street Journal,positive,Hamilton (2017),100.31545223524904
1986,4,1986 Q4,without Wall Street Journal,positive,Hamilton (2017),100.01416684247991
1987,1,1987 Q1,without Wall Street Journal,positive,Hamilton (2017),100.33882720029086
1987,2,1987 Q2,without Wall Street Journal,positive,Hamilton (2017),100.20656014790251
1987,3,1987 Q3,without Wall Street Journal,positive,Hamilton (2017),100.4651486384534
1987,4,1987 Q4,without Wall Street Journal,positive,Hamilton (2017),100.44417751095925
1988,1,1988 Q1,without Wall Street Journal,positive,Hamilton (2017),100.14075449736974
1988,2,1988 Q2,without Wall Street Journal,positive,Hamilton (2017),99.87537425249363
1988,3,1988 Q3,without Wall Street Journal,positive,Hamilton (2017),100.11623183155697
1988,4,1988 Q4,without Wall Street Journal,positive,Hamilton (2017),99.78995349597315
1989,1,1989 Q1,without Wall Street Journal,positive,Hamilton (2017),100.17036211688072
1989,2,1989 Q2,without Wall Street Journal,positive,Hamilton (2017),99.83727050289588
1989,3,1989 Q3,without Wall Street Journal,positive,Hamilton (2017),99.81112497688768
1989,4,1989 Q4,without Wall Street Journal,positive,Hamilton (2017),100.06231277390484
1990,1,1990 Q1,without Wall Street Journal,positive,Hamilton (2017),99.32982358340215
1990,2,1990 Q2,without Wall Street Journal,positive,Hamilton (2017),99.62047267584919
1990,3,1990 Q3,without Wall Street Journal,positive,Hamilton (2017),99.76589876621053
1990,4,1990 Q4,without Wall Street Journal,positive,Hamilton (2017),99.57881649850364
1991,1,1991 Q1,without Wall Street Journal,positive,Hamilton (2017),99.67246284994678
1991,2,1991 Q2,without Wall Street Journal,positive,Hamilton (2017),100.01709425580631
1991,3,1991 Q3,without Wall Street Journal,positive,Hamilton (2017),99.89518729852855
1991,4,1991 Q4,without Wall Street Journal,positive,Hamilton (2017),100.20116860174718
1992,1,1992 Q1,without Wall Street Journal,positive,Hamilton (2017),100.4863056183492
1992,2,1992 Q2,without Wall Street Journal,positive,Hamilton (2017),100.17188372608481
1992,3,1992 Q3,without Wall Street Journal,positive,Hamilton (2017),100.69909211840623
1992,4,1992 Q4,without Wall Street Journal,positive,Hamilton (2017),100.41992102823082
1993,1,1993 Q1,without Wall Street Journal,positive,Hamilton (2017),100.17722286120605
1993,2,1993 Q2,without Wall Street Journal,positive,Hamilton (2017),100.23571113072686
1993,3,1993 Q3,without Wall Street Journal,positive,Hamilton (2017),100.16085552225024
1993,4,1993 Q4,without Wall Street Journal,positive,Hamilton (2017),100.40902665446436
1994,1,1994 Q1,without Wall Street Journal,positive,Hamilton (2017),100.9791347109271
1994,2,1994 Q2,without Wall Street Journal,positive,Hamilton (2017),100.69319811438234
1994,3,1994 Q3,without Wall Street Journal,positive,Hamilton (2017),100.3030064291224
1994,4,1994 Q4,without Wall Street Journal,positive,Hamilton (2017),100.83578342630483
1995,1,1995 Q1,without Wall Street Journal,positive,Hamilton (2017),100.50382509773775
1995,2,1995 Q2,without Wall Street Journal,positive,Hamilton (2017),100.4233858786201
1995,3,1995 Q3,without Wall Street Journal,positive,Hamilton (2017),100.6516383219406
1995,4,1995 Q4,without Wall Street Journal,positive,Hamilton (2017),100.34779746483976
1996,1,1996 Q1,without Wall Street Journal,positive,Hamilton (2017),101.03460001770321
1996,2,1996 Q2,without Wall Street Journal,positive,Hamilton (2017),100.97630767348625
1996,3,1996 Q3,without Wall Street Journal,positive,Hamilton (2017),101.93004648991601
1996,4,1996 Q4,without Wall Street Journal,positive,Hamilton (2017),101.0439659509548
1997,1,1997 Q1,without Wall Street Journal,positive,Hamilton (2017),101.72749978117167
1997,2,1997 Q2,without Wall Street Journal,positive,Hamilton (2017),101.86599635119983
1997,3,1997 Q3,without Wall Street Journal,positive,Hamilton (2017),101.39430632541136
1997,4,1997 Q4,without Wall Street Journal,positive,Hamilton (2017),101.97424927004043
1998,1,1998 Q1,without Wall Street Journal,positive,Hamilton (2017),102.23799909730293
1998,2,1998 Q2,without Wall Street Journal,positive,Hamilton (2017),101.91341105040472
1998,3,1998 Q3,without Wall Street Journal,positive,Hamilton (2017),101.44360463342751
1998,4,1998 Q4,without Wall Street Journal,positive,Hamilton (2017),101.59318873948718
1999,1,1999 Q1,without Wall Street Journal,positive,Hamilton (2017),101.66787284287544
1999,2,1999 Q2,without Wall Street Journal,positive,Hamilton (2017),101.67002396874528
1999,3,1999 Q3,without Wall Street Journal,positive,Hamilton (2017),101.75372500719014
1999,4,1999 Q4,without Wall Street Journal,positive,Hamilton (2017),101.46734435022566
2e3,1,2000 Q1,without Wall Street Journal,positive,Hamilton (2017),101.79722478310596
2e3,2,2000 Q2,without Wall Street Journal,positive,Hamilton (2017),101.73705141637316
2e3,3,2000 Q3,without Wall Street Journal,positive,Hamilton (2017),101.79135103701897
2e3,4,2000 Q4,without Wall Street Journal,positive,Hamilton (2017),101.06625305986199
2001,1,2001 Q1,without Wall Street Journal,positive,Hamilton (2017),101.10473740969802
2001,2,2001 Q2,without Wall Street Journal,positive,Hamilton (2017),100.83578858820508
2001,3,2001 Q3,without Wall Street Journal,positive,Hamilton (2017),100.86441330592544
2001,4,2001 Q4,without Wall Street Journal,positive,Hamilton (2017),100.66848990615624
2002,1,2002 Q1,without Wall Street Journal,positive,Hamilton (2017),101.36059668992154
2002,2,2002 Q2,without Wall Street Journal,positive,Hamilton (2017),100.35820638372464
2002,3,2002 Q3,without Wall Street Journal,positive,Hamilton (2017),100.76550841112652
2002,4,2002 Q4,without Wall Street Journal,positive,Hamilton (2017),100.66434379893678
2003,1,2003 Q1,without Wall Street Journal,positive,Hamilton (2017),100.10614029991062
2003,2,2003 Q2,without Wall Street Journal,positive,Hamilton (2017),100.72063326827536
2003,3,2003 Q3,without Wall Street Journal,positive,Hamilton (2017),100.89141179097659
2003,4,2003 Q4,without Wall Street Journal,positive,Hamilton (2017),100.41842325264196
2004,1,2004 Q1,without Wall Street Journal,positive,Hamilton (2017),100.33984213264799
2004,2,2004 Q2,without Wall Street Journal,positive,Hamilton (2017),100.23014810225729
2004,3,2004 Q3,without Wall Street Journal,positive,Hamilton (2017),101.0366065576201
2004,4,2004 Q4,without Wall Street Journal,positive,Hamilton (2017),99.98068857852243
2005,1,2005 Q1,without Wall Street Journal,positive,Hamilton (2017),99.75101617387082
2005,2,2005 Q2,without Wall Street Journal,positive,Hamilton (2017),99.8250605043636
2005,3,2005 Q3,without Wall Street Journal,positive,Hamilton (2017),100.20493265254191
2005,4,2005 Q4,without Wall Street Journal,positive,Hamilton (2017),99.85362982359482
2006,1,2006 Q1,without Wall Street Journal,positive,Hamilton (2017),100.32705974674073
2006,2,2006 Q2,without Wall Street Journal,positive,Hamilton (2017),100.13099867855016
2006,3,2006 Q3,without Wall Street Journal,positive,Hamilton (2017),99.66836755816274
2006,4,2006 Q4,without Wall Street Journal,positive,Hamilton (2017),100.02139397418473
2007,1,2007 Q1,without Wall Street Journal,positive,Hamilton (2017),99.98482011697884
2007,2,2007 Q2,without Wall Street Journal,positive,Hamilton (2017),100.04279799457828
2007,3,2007 Q3,without Wall Street Journal,positive,Hamilton (2017),100.25257985639458
2007,4,2007 Q4,without Wall Street Journal,positive,Hamilton (2017),99.50248341532188
2008,1,2008 Q1,without Wall Street Journal,positive,Hamilton (2017),99.22248229256779
2008,2,2008 Q2,without Wall Street Journal,positive,Hamilton (2017),99.21992784303549
2008,3,2008 Q3,without Wall Street Journal,positive,Hamilton (2017),100.0047515137837
2008,4,2008 Q4,without Wall Street Journal,positive,Hamilton (2017),100.25755316435513
2009,1,2009 Q1,without Wall Street Journal,positive,Hamilton (2017),100.25924703533845
2009,2,2009 Q2,without Wall Street Journal,positive,Hamilton (2017),99.4926385343495
2009,3,2009 Q3,without Wall Street Journal,positive,Hamilton (2017),99.44853265507925
2009,4,2009 Q4,without Wall Street Journal,positive,Hamilton (2017),99.47100937094521
2010,1,2010 Q1,without Wall Street Journal,positive,Hamilton (2017),100.23422202798115
2010,2,2010 Q2,without Wall Street Journal,positive,Hamilton (2017),99.45866436592779
2010,3,2010 Q3,without Wall Street Journal,positive,Hamilton (2017),99.41514343533937
2010,4,2010 Q4,without Wall Street Journal,positive,Hamilton (2017),99.13956139708914
2011,1,2011 Q1,without Wall Street Journal,positive,Hamilton (2017),99.14516235123232
2011,2,2011 Q2,without Wall Street Journal,positive,Hamilton (2017),99.24737689622103
2011,3,2011 Q3,without Wall Street Journal,positive,Hamilton (2017),99.2266747184472
2011,4,2011 Q4,without Wall Street Journal,positive,Hamilton (2017),99.05715161666309
2012,1,2012 Q1,without Wall Street Journal,positive,Hamilton (2017),98.9049216307268
2012,2,2012 Q2,without Wall Street Journal,positive,Hamilton (2017),99.33702567520442
2012,3,2012 Q3,without Wall Street Journal,positive,Hamilton (2017),99.74501245681996
2012,4,2012 Q4,without Wall Street Journal,positive,Hamilton (2017),99.05537530828676
2013,1,2013 Q1,without Wall Street Journal,positive,Hamilton (2017),99.28151860634978
2013,2,2013 Q2,without Wall Street Journal,positive,Hamilton (2017),99.1135687606379
2013,3,2013 Q3,without Wall Street Journal,positive,Hamilton (2017),99.54774184329165
2013,4,2013 Q4,without Wall Street Journal,positive,Hamilton (2017),99.12578183957038
2014,1,2014 Q1,without Wall Street Journal,positive,Hamilton (2017),99.85537453549837
2014,2,2014 Q2,without Wall Street Journal,positive,Hamilton (2017),99.9552668867907
2014,3,2014 Q3,without Wall Street Journal,positive,Hamilton (2017),99.1032328468832
2014,4,2014 Q4,without Wall Street Journal,positive,Hamilton (2017),99.29955714039403
2015,1,2015 Q1,without Wall Street Journal,positive,Hamilton (2017),99.1924358665768
2015,2,2015 Q2,without Wall Street Journal,positive,Hamilton (2017),99.43303898031525
2015,3,2015 Q3,without Wall Street Journal,positive,Hamilton (2017),99.3790246535246
2015,4,2015 Q4,without Wall Street Journal,positive,Hamilton (2017),99.07028036364542
2016,1,2016 Q1,without Wall Street Journal,positive,Hamilton (2017),99.1607663064935
2016,2,2016 Q2,without Wall Street Journal,positive,Hamilton (2017),98.76590937219737
2016,3,2016 Q3,without Wall Street Journal,positive,Hamilton (2017),99.64325005001771
2016,4,2016 Q4,without Wall Street Journal,positive,Hamilton (2017),98.94931286249911
1889,1,1889 Q1,without Washington Post,negative,Hamilton (2017),NaN
1889,2,1889 Q2,without Washington Post,negative,Hamilton (2017),NaN
1889,3,1889 Q3,without Washington Post,negative,Hamilton (2017),NaN
1889,4,1889 Q4,without Washington Post,negative,Hamilton (2017),NaN
1890,1,1890 Q1,without Washington Post,negative,Hamilton (2017),NaN
1890,2,1890 Q2,without Washington Post,negative,Hamilton (2017),NaN
1890,3,1890 Q3,without Washington Post,negative,Hamilton (2017),NaN
1890,4,1890 Q4,without Washington Post,negative,Hamilton (2017),NaN
1891,1,1891 Q1,without Washington Post,negative,Hamilton (2017),NaN
1891,2,1891 Q2,without Washington Post,negative,Hamilton (2017),NaN
1891,3,1891 Q3,without Washington Post,negative,Hamilton (2017),NaN
1891,4,1891 Q4,without Washington Post,negative,Hamilton (2017),NaN
1892,1,1892 Q1,without Washington Post,negative,Hamilton (2017),NaN
1892,2,1892 Q2,without Washington Post,negative,Hamilton (2017),NaN
1892,3,1892 Q3,without Washington Post,negative,Hamilton (2017),NaN
1892,4,1892 Q4,without Washington Post,negative,Hamilton (2017),NaN
1893,1,1893 Q1,without Washington Post,negative,Hamilton (2017),NaN
1893,2,1893 Q2,without Washington Post,negative,Hamilton (2017),NaN
1893,3,1893 Q3,without Washington Post,negative,Hamilton (2017),NaN
1893,4,1893 Q4,without Washington Post,negative,Hamilton (2017),NaN
1894,1,1894 Q1,without Washington Post,negative,Hamilton (2017),NaN
1894,2,1894 Q2,without Washington Post,negative,Hamilton (2017),NaN
1894,3,1894 Q3,without Washington Post,negative,Hamilton (2017),NaN
1894,4,1894 Q4,without Washington Post,negative,Hamilton (2017),NaN
1895,1,1895 Q1,without Washington Post,negative,Hamilton (2017),NaN
1895,2,1895 Q2,without Washington Post,negative,Hamilton (2017),NaN
1895,3,1895 Q3,without Washington Post,negative,Hamilton (2017),NaN
1895,4,1895 Q4,without Washington Post,negative,Hamilton (2017),NaN
1896,1,1896 Q1,without Washington Post,negative,Hamilton (2017),NaN
1896,2,1896 Q2,without Washington Post,negative,Hamilton (2017),NaN
1896,3,1896 Q3,without Washington Post,negative,Hamilton (2017),NaN
1896,4,1896 Q4,without Washington Post,negative,Hamilton (2017),NaN
1897,1,1897 Q1,without Washington Post,negative,Hamilton (2017),NaN
1897,2,1897 Q2,without Washington Post,negative,Hamilton (2017),NaN
1897,3,1897 Q3,without Washington Post,negative,Hamilton (2017),NaN
1897,4,1897 Q4,without Washington Post,negative,Hamilton (2017),NaN
1898,1,1898 Q1,without Washington Post,negative,Hamilton (2017),NaN
1898,2,1898 Q2,without Washington Post,negative,Hamilton (2017),NaN
1898,3,1898 Q3,without Washington Post,negative,Hamilton (2017),NaN
1898,4,1898 Q4,without Washington Post,negative,Hamilton (2017),NaN
1899,1,1899 Q1,without Washington Post,negative,Hamilton (2017),NaN
1899,2,1899 Q2,without Washington Post,negative,Hamilton (2017),NaN
1899,3,1899 Q3,without Washington Post,negative,Hamilton (2017),NaN
1899,4,1899 Q4,without Washington Post,negative,Hamilton (2017),98.89852447990533
1900,1,1900 Q1,without Washington Post,negative,Hamilton (2017),99.31202773951237
1900,2,1900 Q2,without Washington Post,negative,Hamilton (2017),99.2320224883951
1900,3,1900 Q3,without Washington Post,negative,Hamilton (2017),99.15829695567159
1900,4,1900 Q4,without Washington Post,negative,Hamilton (2017),99.06251887155241
1901,1,1901 Q1,without Washington Post,negative,Hamilton (2017),99.5588633474371
1901,2,1901 Q2,without Washington Post,negative,Hamilton (2017),99.7154363742172
1901,3,1901 Q3,without Washington Post,negative,Hamilton (2017),99.60621496070598
1901,4,1901 Q4,without Washington Post,negative,Hamilton (2017),99.23691986630261
1902,1,1902 Q1,without Washington Post,negative,Hamilton (2017),99.1471403553545
1902,2,1902 Q2,without Washington Post,negative,Hamilton (2017),98.93386685034052
1902,3,1902 Q3,without Washington Post,negative,Hamilton (2017),99.08825301143996
1902,4,1902 Q4,without Washington Post,negative,Hamilton (2017),99.02754252020989
1903,1,1903 Q1,without Washington Post,negative,Hamilton (2017),98.91332957418855
1903,2,1903 Q2,without Washington Post,negative,Hamilton (2017),99.45569144007425
1903,4,1903 Q4,without Washington Post,negative,Hamilton (2017),99.23713878730267
